Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0601834T;Collège Jacques-Yves Cousteau;Collège;Public;28 rue de la Mothe;;;60600;60107;Breuil-le-Vert;060;20;32;;;0;0;0;03 44 19 23 00;;https://college-jacques-yves-cousteau-breuil-le-vert.60.ac-amiens.fr;Ce.0601834T@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;19600073100014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14187;49.361411327482145, 2.4190405345620998;SANS OBJET;Oise;Amiens;Hauts-de-France;657786.3;6918141.6;EPSG:2154;Circonscription d'inspection du 1er degré de Clermont;49.361411327482145;2.4190405345620998;Numéro de rue;1988-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601834T;;;0600099G;;;20606;OISE CENTRALE
0601882V;Collège Guy de Maupassant;Collège;Public;Route d'Enencourt le Sec;BP 4;;60240;60143;Chaumont-en-Vexin;060;20;32;;;0;0;0;03 44 49 06 16;;https://college-guy-de-maupassant-chaumont-en-vexin.60.ac-amiens.fr;ce.0601882v@ac-amiens.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19600085500011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4083;49.272949122976144, 1.890880307749534;SANS OBJET;Oise;Amiens;Hauts-de-France;619272.8;6908712.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Auneuil;49.272949122976144;1.890880307749534;Numéro de rue;1993-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601882V;;;0600096D;;;20608;OISE OCCIDENTALE
0601471Y;Collège Jean Fernel;Collège;Public;47 avenue Gambetta;;;60607;60157;Clermont;060;20;32;;;0;0;0;03 44 50 51 69;;https://college-jean-fernel-clermont.60.ac-amiens.fr;Ce.0601471Y@ac-amiens.fr;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601471600027;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3472;49.38437183612887, 2.397400300741368;SANS OBJET;Oise;Amiens;Hauts-de-France;656233.4;6920707.7;EPSG:2154;Circonscription d'inspection du 1er degré de Clermont;49.38437183612887;2.397400300741368;Numéro de rue;1974-05-08;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601471Y;;;0600099G;;;20606;OISE CENTRALE
0601938F;Collège Léonard de Vinci;Collège;Public;Rue des sciences;BP 14;;60730;60575;Sainte-Geneviève;060;20;32;;;0;0;0;03 44 08 67 86;;https://college-leonard-de-vinci-sainte-genevieve.60.ac-amiens.fr;Ce.0601938F@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19600088900010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10268;49.29312025067534, 2.187547681875047;SANS OBJET;Oise;Amiens;Hauts-de-France;640887.9;6910693.3;EPSG:2154;Circonscription d'inspection du 1er degré de Méru;49.29312025067534;2.187547681875047;Rue;1994-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601938F;;;0601957B;;;20608;OISE OCCIDENTALE
0801485E;Collège du Val de Nièvre;Collège;Public;18 rue de la Prée;;;80620;80241;Domart-en-Ponthieu;080;20;32;;;0;0;0;03 22 71 93 60;;https://college-du-val-de-nievre-domart-en-ponthieu.80.ac-amiens.fr;Ce.0801485E@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19801485400014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12890;50.07732781962249, 2.120893100543731;SANS OBJET;Somme;Amiens;Hauts-de-France;637010.1;6998015.2;EPSG:2154;Circonscription d'inspection du 1er degré de Ponthieu-Marquenterre;50.07732781962249;2.120893100543731;Numéro de rue;1973-03-09;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801485E;;;0801446M;;;20805;AMIENS NORD
0800038G;Collège Frédéric Joliot-Curie;Collège;Public;Rue Léon Poidevin;;;80330;80489;Longueau;080;20;32;;;0;0;0;03 22 46 04 19;;https://college-joliot-curie-longueau.80.ac-amiens.fr;Ce.0800038G@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19800038200012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3475;49.87226508669408, 2.354433659994108;SANS OBJET;Somme;Amiens;Hauts-de-France;653556.7;6975024.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Centre Somme;49.87226508669408;2.354433659994108;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800038G;;;0801196R;;;20808;AMIENS SUD
0601766U;Collège du Servois;Collège;Public;Rue du Pont Saint-Jean;;;60520;60142;La Chapelle-en-Serval;060;20;32;;;0;0;0;03 44 54 68 81;;https://college-du-servois-la-chapelle-en-serval.60.ac-amiens.fr;Ce.0601766U@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601766900017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15942;49.12506345261316, 2.528869098722752;SANS OBJET;Oise;Amiens;Hauts-de-France;665609.7;6891798.4;EPSG:2154;Circonscription d'inspection du 1er degré de Senlis;49.12506345261316;2.528869098722752;Rue;1983-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601766U;;;0600102K;;;20606;OISE CENTRALE
0601432F;Collège Abel Didelet;Collège;Public;21 rue Guynemer;;;60190;60223;Estrées-Saint-Denis;060;20;32;;;0;0;0;03 44 41 84 20;;https://college-abel-didelet-estrees-saint-denis.60.ac-amiens.fr;Ce.0601432F@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19601432800013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7864;49.428507112064906, 2.6419395416677234;SANS OBJET;Oise;Amiens;Hauts-de-France;674016.3;6925509.9;EPSG:2154;Circonscription d'inspection du 1er degré de Pont Sainte Maxence;49.428507112064906;2.6419395416677234;Numéro de rue;1972-07-25;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601432F;;;0600103L;;;20607;OISE ORIENTALE
0801786G;Collège Jean Moulin;Collège;Public;1 rue de Bécourt;;;80300;80016;Albert;080;20;32;;;0;0;0;03 60 03 91 45;;https://college-jean-moulin-albert.80.ac-amiens.fr;Ce.0801786G@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19801786500017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13761;50.00153341862651, 2.6585506571197977;SANS OBJET;Somme;Amiens;Hauts-de-France;675497.5;6989278.7;EPSG:2154;Circonscription d'inspection du 1er degré de Doullens;50.00153341862651;2.6585506571197977;Numéro de rue;1983-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801786G;;;0801447N;;;20807;SANTERRE SOMME
0801700N;Lycée Jean-Baptiste Delambre;Lycée;Public;3 rue Montaigne;Cité scolaire;;80080;80021;Amiens;080;20;32;;;1;1;0;03 22 66 30 60;;https://lycees-delambre-montaigne.fr/;Ce.0801700N@ac-amiens.fr;1;1;0;0;0;1;0;1;1;0;1;0;0;0;1;;1;19801700600018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.776;49.91214643033441, 2.3223208784614786;SANS OBJET;Somme;Amiens;Hauts-de-France;651284.6;6979483.6;EPSG:2154;;49.91214643033441;2.3223208784614786;Rue;1978-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0801700N;;;;;;20805;AMIENS NORD
0020079A;Lycée professionnel Condorcet;Lycée;Public;17 rue Henri Hertz;;;02100;02691;Saint-Quentin;002;20;32;;;0;0;1;03 23 08 44 44;;https://www.espace-scolaire-condorcet.fr/;ce.0020079a@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;;1;19020079000011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8595;49.863310156939534, 3.293189341175191;SANS OBJET;Aisne;Amiens;Hauts-de-France;721096.5;6973877.4;EPSG:2154;;49.863310156939534;3.293189341175191;Numéro de rue;1965-10-29;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0020054Y;;;;;;20027;SAINT QUENTIN - CHAUNY
0801194N;Lycée professionnel Montaigne;Lycée;Public;3 rue Montaigne;Cité scolaire;;80080;80021;Amiens;080;20;32;;;0;0;1;03 22 66 30 60;;https://lycees-delambre-montaigne.fr/;Ce.0801194N@ac-amiens.fr;1;1;0;1;0;0;0;0;1;0;0;0;0;1;1;;1;19801194200010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11283;49.91055117159291, 2.319605807184914;SANS OBJET;Somme;Amiens;Hauts-de-France;651087.9;6979307.7;EPSG:2154;;49.91055117159291;2.319605807184914;Numéro de rue;1967-02-28;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0801700N;;;;;;20805;AMIENS NORD
0020052W;Lycée professionnel Colard Noël;Lycée;Public;132 avenue de la République;;;02100;02691;Saint-Quentin;002;20;32;;;0;0;1;03 23 65 11 38;;https://www.lycee-colard-noel.fr//;ce.0020052W@ac-amiens.fr;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;;1;19020052700017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12150;49.86300037194329, 3.3091599809965815;SANS OBJET;Aisne;Amiens;Hauts-de-France;722245.8;6973847.3;EPSG:2154;;49.86300037194329;3.3091599809965815;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0020052W;;;;;;20027;SAINT QUENTIN - CHAUNY
0020032Z;Lycée Paul Claudel;Lycée;Public;Place Foch;;;02000;02408;Laon;002;20;32;;;1;1;0;03 23 26 22 60;;https://www.lycee-paul-claudel.fr;ce.0020032z@ac-amiens.fr;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;;1;19020032900018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15499;49.56516215404647, 3.608499770874624;SANS OBJET;Aisne;Amiens;Hauts-de-France;744040.1;6940825.8;EPSG:2154;;49.56516215404647;3.608499770874624;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0020032Z;;;;;;20028;LAON HIRSON
0021939X;Lycée polyvalent Jules Verne;Lycée;Public;23 rue des Chesneaux;;;02400;02168;Château-Thierry;002;20;32;;;1;1;1;03 23 83 90 00;;https://www.lpo-julesverne.fr/;Ce.0021939X@ac-amiens.fr;1;1;0;1;0;0;0;0;1;0;1;0;0;1;1;;1;19020001400016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8813;49.05385091178459, 3.400400104463631;SANS OBJET;Aisne;Amiens;Hauts-de-France;729267.5;6883849.8;EPSG:2154;;49.05385091178459;3.400400104463631;Numéro de rue;1989-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0020012C;;;;;;20029;SUD-AISNE
0800001S;Lycée Boucher de Perthes;Lycée;Public;1 rue Paul Delique;;;80100;80001;Abbeville;080;20;32;;;1;1;0;03 22 25 41 00;;https://lyceeboucherdeperthes.fr/;ce.0800001s@ac-amiens.fr;1;1;0;1;0;1;0;0;1;0;1;0;0;0;1;;1;19800001000019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10518;50.10264738349507, 1.8422749239992913;SANS OBJET;Somme;Amiens;Hauts-de-France;617089.1;7001091.6;EPSG:2154;;50.10264738349507;1.8422749239992913;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0800063J;;;;;;20806;PICARDIE MARITIME
0600001A;Lycée Félix Faure;Lycée;Public;31 boulevard de l'Assaut;;;60000;60057;Beauvais;060;20;32;;;1;1;0;03 44 48 64 64;;https://lgt-felix-faure-beauvais.60.ac-amiens.fr/;Ce.0600001A@ac-amiens.fr;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;;1;19600001200019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15489;49.435699134977575, 2.090029544325317;SANS OBJET;Oise;Amiens;Hauts-de-France;633975.8;6926631.6;EPSG:2154;;49.435699134977575;2.090029544325317;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0601823F;;;;;;20608;OISE OCCIDENTALE
0801704T;Lycée professionnel Alfred Manessier;Lycée;Public;33 rue de la Résistance;;;80420;80318;Flixecourt;080;20;32;;;0;0;1;03 22 51 60 85;;https://cite-alfred-manessier-flixecourt.80.ac-amiens.fr/;ce.0801704t@ac-amiens.fr;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19801704800010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11284;50.00954590065261, 2.0762014443924333;SANS OBJET;Somme;Amiens;Hauts-de-France;633719.7;6990505.5;EPSG:2154;;50.00954590065261;2.0762014443924333;Numéro de rue;1978-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0801487G;;;;;;20805;AMIENS NORD
0800062H;Lycée professionnel Édouard Gand;Lycée;Public;70 boulevard de Saint-Quentin;CS 79004;;80094;80021;Amiens;080;20;32;;;0;0;1;03 22 53 41 22;;http://lycée-édouard-gand-amiens.fr/gest.0800011c@ac-amiens.fr/;Ce.0800062H@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;;1;19800062200011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1540;49.8791074014261, 2.2971710512012264;SANS OBJET;Somme;Amiens;Hauts-de-France;649444.0;6975821.7;EPSG:2154;;49.8791074014261;2.2971710512012264;Numéro de rue;1965-11-03;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0800011C;;;;;;20808;AMIENS SUD
0021823W;Collège Henri Martin;Collège;Public;1 rue Gabriel Girodon;;;02100;02691;Saint-Quentin;002;20;32;;;0;0;0;03 23 06 38 38;;https://www.lyceehenrimartin.fr/college/;Ce.0021823W@ac-amiens.fr;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19021823000018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10355;49.849982108733265, 3.282420008107866;SANS OBJET;Aisne;Amiens;Hauts-de-France;720326.9;6972391.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Quentin;49.849982108733265;3.282420008107866;Numéro de rue;1977-02-24;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021823W;;;0020209S;;;20027;SAINT QUENTIN - CHAUNY
0601179F;Collège Marcelin Berthelot;Collège;Public;13 rue du Moustier;;;60180;60463;Nogent-sur-Oise;060;20;32;;;0;0;0;03 44 74 37 30;;https://college-marcelin-berthelot-nogent-sur-oise.60.ac-amiens.fr;Ce.0601179F@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;1;19601179500016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15011;49.28139973437501, 2.476239643181955;SANS OBJET;Oise;Amiens;Hauts-de-France;661883.4;6909211.8;EPSG:2154;Circonscription d'inspection du 1er degré de Nogent sur Oise;49.28139973437501;2.476239643181955;Numéro de rue;1968-04-12;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601179F;;;0601720U;;;20606;OISE CENTRALE
0800036E;Collège Victor Hugo;Collège;Public;7 avenue Jean Moulin;;;80400;80410;Ham;080;20;32;;;0;0;0;03 23 81 04 35;;https://college-victor-hugo-ham.80.ac-amiens.fr/;ce.0800036E@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19800036600015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13639;49.752911910562936, 3.0783694797933276;SANS OBJET;Somme;Amiens;Hauts-de-France;705651.3;6961553.0;EPSG:2154;Circonscription d'inspection du 1er degré de Péronne;49.752911910562936;3.0783694797933276;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800036E;;;0801203Y;;;20807;SANTERRE SOMME
0800017J;Collège Jean-Marc Laurent;Collège;Public;34 rue Jean-Marc Laurent;;;80090;80021;Amiens;080;20;32;;;0;0;0;03 22 50 32 32;;https://college-jean-marc-laurent-amiens.80.ac-amiens.fr/;Ce.0800017J@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;19800017600018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11503;49.87082202447391, 2.3125585728403424;SANS OBJET;Somme;Amiens;Hauts-de-France;650542.8;6974889.7;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Sud;49.87082202447391;2.3125585728403424;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800017J;;;0801200V;;;20808;AMIENS SUD
0801488H;Collège Jacques Prévert;Collège;Public;8 rue du collège;BP 70001;;80860;80598;Nouvion;080;20;32;;;0;0;0;03 22 53 15 50;;;ce.0801488H@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19801488800012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1161;50.21495019110941, 1.7804714746344719;SANS OBJET;Somme;Amiens;Hauts-de-France;612856.5;7013662.3;EPSG:2154;Circonscription d'inspection du 1er degré de Ponthieu-Marquenterre;50.21495019110941;1.7804714746344719;Numéro de rue;1973-03-09;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801488H;;;0801446M;;;20806;PICARDIE MARITIME
0801326G;Collège des Fontaines;Collège;Public;Rue de la Grenouillière;;;80290;80630;Poix-de-Picardie;080;20;32;;;0;0;0;03 60 03 91 01;;;Ce.0801326G@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19801326000015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8693;49.77338275652532, 1.986979222771394;SANS OBJET;Somme;Amiens;Hauts-de-France;626981.3;6964297.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens sud ouest;49.77338275652532;1.986979222771394;Rue;1969-03-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801326G;;;0801197S;;;20808;AMIENS SUD
0021535H;Collège Lamartine;Collège;Public;7 avenue du Docteur Marchand;;;02200;02722;Soissons;002;20;32;;;0;0;0;03 23 76 73 73;;;Ce.0021535H@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19021535000017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11589;49.38631594913509, 3.313900745733597;SANS OBJET;Aisne;Amiens;Hauts-de-France;722797.8;6920802.3;EPSG:2154;Circonscription d'inspection du 1er degré de Soissons;49.38631594913509;3.313900745733597;Numéro de rue;1970-03-05;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021535H;;;0020214X;;;20029;SUD-AISNE
0021724N;Collège Jean Racine;Collège;Public;24 rue Paul Doucet;BP 233;;02400;02168;Château-Thierry;002;20;32;;;0;0;0;03 23 83 46 37;;https://college-jean-racine-chateau-thierry.02.ac-amiens.fr/;Ce.0021724N@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19021724000018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2802;49.041691681989434, 3.4016631356670994;SANS OBJET;Aisne;Amiens;Hauts-de-France;729366.7;6882498.0;EPSG:2154;Circonscription d'inspection du 1er degré de Château-Thierry;49.041691681989434;3.4016631356670994;Numéro de rue;1974-05-08;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021724N;;;0022106D;;;20029;SUD-AISNE
0801512J;Collège de Ponthieu;Collège;Public;Avenue du Président René Coty;;;80100;80001;Abbeville;080;20;32;;;0;0;0;03 22 24 34 41;;;Ce.0801512J@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19801512500018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3753;50.09629213281906, 1.851968892811706;SANS OBJET;Somme;Amiens;Hauts-de-France;617773.0;7000373.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Abbeville;50.09629213281906;1.851968892811706;Rue;1974-05-08;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801512J;;;0801201W;;;20806;PICARDIE MARITIME
0601832R;Lycée Jean Monnet;Lycée;Public;10 rue des Cèdres;;;60800;60176;Crépy-en-Valois;060;20;32;;;1;1;0;03 44 39 30 90;;https://lgt-jean-monnet-crepy-en-valois.60.ac-amiens.fr/;Ce.0601832R@ac-amiens.fr;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;;1;19600075600011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5619;49.223291133517264, 2.894179381678484;SANS OBJET;Oise;Amiens;Hauts-de-France;692290.2;6902626.7;EPSG:2154;;49.223291133517264;2.894179381678484;Numéro de rue;1988-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0601363F;;;;;;20607;OISE ORIENTALE
0020002S;Collège Louis Sandras;Collège;Public;3 rue Jean Zay;;;02320;02018;Anizy-le-Grand;002;20;32;;;0;0;0;03 23 80 03 20;;https://college-louis-sandras-anizy-le-grand.02.ac-amiens.fr;Ce.0020002S@ac-amiens.fr;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;;1;19020002200019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2001;49.51232994014028, 3.4526992035964654;SANS OBJET;Aisne;Amiens;Hauts-de-France;732797.9;6934871.4;EPSG:2154;Circonscription d'inspection du 1er degré de Laon;49.51232994014028;3.4526992035964654;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020002S;;;0022140R;;;20028;LAON HIRSON
0020017H;Collège Léopold Sédar Senghor;Collège;Public;Rue des Remparts du Midi;;;02820;02215;Corbeny;002;20;32;;;0;0;0;03 23 22 42 90;;https://college-leopold-senghor-corbeny.02.ac-amiens.fr;Ce.0020017H@ac-amiens.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19020017000016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15944;49.46156980199107, 3.823419544666859;SANS OBJET;Aisne;Amiens;Hauts-de-France;759714.6;6929440.9;EPSG:2154;Circonscription d'inspection du 1er degré du Laonnois;49.46156980199107;3.823419544666859;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020029W;;;0022136L;;;20028;LAON HIRSON
0600022Y;Collège Gabriel Havez;Collège;Public;1 boulevard Gabriel Havez;;;60100;60175;Creil;060;20;32;;;0;0;0;03 44 28 57 60;;https://college-gabriel-havez-creil.60.ac-amiens.fr;Ce.0600022Y@ac-amiens.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;REP+;1;19600022800011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2867;49.248815297865434, 2.467662873811276;SANS OBJET;Oise;Amiens;Hauts-de-France;661234.8;6905591.4;EPSG:2154;Circonscription d'inspection du 1er degré de Creil;49.248815297865434;2.467662873811276;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0600022Y;;;0600104M;;;20606;OISE CENTRALE
0601178E;Collège Anatole France;Collège;Public;1 rue des Champarts;;;60160;60414;Montataire;060;20;32;;;0;0;0;03 44 27 07 90;;https://college-anatole-france-montataire.60.ac-amiens.fr;Ce.0601178E@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19601178700013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8689;49.26079517459383, 2.437900460854897;SANS OBJET;Oise;Amiens;Hauts-de-France;659077.0;6906939.0;EPSG:2154;Circonscription d'inspection du 1er degré de Nogent sur Oise;49.26079517459383;2.437900460854897;Numéro de rue;1968-04-12;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601178E;;;0601720U;;;20606;OISE CENTRALE
0600050D;Collège Albéric Magnard;Collège;Public;Rue Saint-Christophe;BP 117;;60309;60612;Senlis;060;20;32;;;0;0;0;03 44 63 68 80;;https://college-alberic-magnard-senlis.60.ac-amiens.fr;Ce.0600050D@ac-amiens.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19600050900014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18116;49.20966583857836, 2.596710341776209;SANS OBJET;Oise;Amiens;Hauts-de-France;670609.8;6901181.0;EPSG:2154;Circonscription d'inspection du 1er degré de Senlis;49.20966583857836;2.596710341776209;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0600050D;;;0600102K;;;20606;OISE CENTRALE
